age,workclass,fnlwgt,education,educational-num,marital-status,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
44,Private,208606,Some-college,5,Married,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
48,Private,235646,Some-college,5,Married,Sales,White,Male,> 0,0,40,United-States,>50K
26,Private,108658,HS-grad,4,Unmarried,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
42,Private,196029,Bachelors,8,Married,Transport-moving,White,Male,0,0,48,United-States,>50K
39,Private,65382,Some-college,5,Married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
28,Private,208965,9th-12th,3,Unmarried,Machine-op-inspct,Other,Male,0,0,40,Other,<=50K
28,Private,429507,Assoc-acdm,7,Married,Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
19,Private,156618,HS-grad,4,Unmarried,Other-service,White,Female,0,> 0,20,United-States,<=50K
42,Private,37937,Bachelors,8,Married,Exec-managerial,White,Male,0,0,55,United-States,>50K
24,Private,33088,9th-12th,3,Unmarried,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
39,Private,166193,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
61,Private,149405,HS-grad,4,Married,Other-service,Black,Male,0,0,40,United-States,<=50K
54,Private,219737,HS-grad,4,Separated,Sales,White,Female,0,0,37,United-States,<=50K
34,Private,114973,HS-grad,4,Separated,Exec-managerial,White,Female,0,0,30,United-States,<=50K
50,Government,189831,HS-grad,4,Married,Tech-support,White,Male,> 0,0,50,United-States,>50K
23,Government,93076,HS-grad,4,Unmarried,Other-service,Black,Male,0,0,40,United-States,<=50K
36,Private,334291,HS-grad,4,Married,Sales,White,Male,0,0,40,United-States,>50K
45,Self-emp,214690,Some-college,5,Separated,Adm-clerical,White,Male,0,0,40,United-States,<=50K
44,Government,165304,Some-college,5,Married,Exec-managerial,White,Male,0,> 0,40,United-States,>50K
34,Private,72793,Bachelors,8,Unmarried,Other-service,White,Female,0,0,15,United-States,<=50K
40,Private,55508,1st-8th,2,Divorced,Farming-fishing,White,Female,0,0,40,United-States,<=50K
34,Private,185041,HS-grad,4,Unmarried,Prof-specialty,White,Female,0,> 0,45,United-States,<=50K
32,Private,87310,Masters,9,Married,Sales,White,Male,0,0,60,United-States,>50K
27,Private,82393,HS-grad,4,Married,Transport-moving,Other,Male,0,0,40,Other,>50K
50,Self-emp,95949,Bachelors,8,Married,Craft-repair,White,Male,0,0,50,United-States,<=50K
44,Private,210013,HS-grad,4,Married,Transport-moving,White,Male,0,0,40,United-States,>50K
46,Self-emp,285335,Some-college,5,Married,Sales,White,Male,0,0,60,United-States,>50K
50,Private,73493,Some-college,5,Divorced,Other-service,White,Female,0,0,40,United-States,<=50K
57,Self-emp,38430,1st-8th,2,Separated,Farming-fishing,White,Male,0,0,40,United-States,<=50K
17,Private,316929,9th-12th,3,Unmarried,Handlers-cleaners,White,Male,0,0,20,United-States,<=50K
61,Private,153048,HS-grad,4,Separated,Sales,White,Female,0,0,35,United-States,<=50K
22,Private,212780,HS-grad,4,Unmarried,Sales,Black,Female,0,0,30,United-States,<=50K
57,Government,47534,Masters,9,Divorced,Exec-managerial,White,Female,0,0,60,United-States,>50K
42,Private,87284,Prof-school,10,Married,Prof-specialty,White,Male,> 0,0,35,United-States,>50K
47,Private,34845,HS-grad,4,Married,Transport-moving,White,Male,0,0,60,United-States,<=50K
39,Private,325374,Some-college,5,Unmarried,Adm-clerical,White,Male,0,0,40,United-States,<=50K
19,Private,278480,Some-college,5,Unmarried,Exec-managerial,White,Male,0,0,40,United-States,<=50K
62,Private,116104,HS-grad,4,Separated,Adm-clerical,White,Female,0,0,20,Other,<=50K
45,Private,261192,HS-grad,4,Married,Other-service,Black,Male,0,0,40,United-States,<=50K
36,Private,104858,Some-college,5,Married,Farming-fishing,White,Male,0,0,56,United-States,>50K
33,Government,117963,Bachelors,8,Unmarried,Adm-clerical,White,Male,0,0,38,United-States,<=50K
26,Private,236242,Assoc-voc,6,Unmarried,Adm-clerical,White,Female,0,> 0,40,United-States,<=50K
31,Private,177675,Bachelors,8,Married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
39,Self-emp,190023,Bachelors,8,Married,Sales,White,Male,0,0,60,United-States,<=50K
35,Private,128876,Some-college,5,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
23,Private,156807,9th-12th,3,Unmarried,Handlers-cleaners,Black,Male,0,0,36,United-States,<=50K
62,Self-emp,204085,Some-college,5,Married,Sales,White,Male,0,0,25,United-States,<=50K
22,Private,227220,Some-college,5,Unmarried,Prof-specialty,White,Female,0,0,40,United-States,<=50K
33,Private,182423,HS-grad,4,Divorced,Other-service,Black,Male,0,0,40,United-States,<=50K
29,Private,156819,Assoc-acdm,7,Divorced,Prof-specialty,White,Female,0,0,35,United-States,<=50K
46,Private,164877,Some-college,5,Married,Craft-repair,White,Male,0,0,44,United-States,<=50K
23,Private,95989,Some-college,5,Unmarried,Other-service,White,Female,0,0,30,United-States,<=50K
38,Government,108293,Masters,9,Unmarried,Prof-specialty,White,Female,0,0,40,United-States,<=50K
37,Private,389725,HS-grad,4,Married,Machine-op-inspct,White,Male,> 0,0,40,United-States,>50K
38,Self-emp,36270,HS-grad,4,Separated,Farming-fishing,White,Male,0,0,60,United-States,<=50K
43,Government,188280,Masters,9,Divorced,Prof-specialty,White,Female,> 0,0,40,United-States,<=50K
21,Private,230229,HS-grad,4,Unmarried,Handlers-cleaners,White,Male,0,0,40,Other,<=50K
38,Private,183800,Assoc-acdm,7,Married,Adm-clerical,White,Male,0,0,40,United-States,<=50K
37,Government,105803,Masters,9,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
24,Private,172987,Bachelors,8,Married,Tech-support,White,Male,0,0,50,United-States,<=50K
32,Self-emp,116508,Some-college,5,Married,Farming-fishing,White,Male,0,0,50,United-States,>50K
41,Private,314322,HS-grad,4,Married,Adm-clerical,White,Male,0,0,40,United-States,>50K
57,Self-emp,57071,Some-college,5,Married,Craft-repair,White,Male,> 0,0,40,United-States,<=50K
37,Private,224566,Some-college,5,Married,Tech-support,White,Male,0,0,39,United-States,<=50K
43,Government,260960,Bachelors,8,Married,Prof-specialty,White,Male,0,0,50,United-States,<=50K
43,Private,55395,Some-college,5,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
31,Private,106437,Prof-school,10,Married,Prof-specialty,White,Female,0,0,60,United-States,>50K
19,Private,230165,Some-college,5,Unmarried,Other-service,White,Female,0,0,12,United-States,<=50K
38,Private,234901,Masters,9,Married,Exec-managerial,White,Male,0,> 0,60,United-States,>50K
25,Private,174592,HS-grad,4,Unmarried,Other-service,White,Female,0,0,25,United-States,<=50K
34,Government,362775,9th-12th,3,Married,Other-service,Other,Female,0,0,30,United-States,<=50K
29,Private,276345,HS-grad,4,Unmarried,Prof-specialty,White,Female,0,0,50,United-States,<=50K
50,Private,139464,Bachelors,8,Divorced,Prof-specialty,White,Female,0,0,36,Other,<=50K
38,Private,220585,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
53,Private,83434,Bachelors,8,Unmarried,Other-service,Other,Female,0,0,21,Other,>50K
20,Private,510643,HS-grad,4,Unmarried,Transport-moving,White,Male,0,0,40,United-States,<=50K
40,Government,202872,Masters,9,Married,Prof-specialty,White,Female,0,0,40,United-States,>50K
43,Private,245842,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,44,Other,<=50K
43,Private,131899,Bachelors,8,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
54,Private,278329,HS-grad,4,Separated,Exec-managerial,White,Female,0,0,43,United-States,<=50K
39,Private,202937,Some-college,5,Divorced,Tech-support,White,Female,0,0,40,Other,<=50K
37,Government,325538,Masters,9,Married,Prof-specialty,White,Male,0,0,40,United-States,>50K
23,Private,189461,HS-grad,4,Unmarried,Sales,White,Male,0,0,55,United-States,<=50K
18,Private,101709,HS-grad,4,Unmarried,Sales,Other,Male,0,0,15,United-States,<=50K
31,Government,203488,Assoc-acdm,7,Unmarried,Adm-clerical,White,Male,0,0,40,United-States,<=50K
38,Government,196373,Bachelors,8,Unmarried,Sales,White,Male,0,0,20,United-States,<=50K
55,Government,48055,9th-12th,3,Separated,Adm-clerical,White,Female,0,0,40,United-States,<=50K
50,Self-emp,61735,Some-college,5,Married,Other-service,White,Male,0,0,25,United-States,>50K
60,Private,33266,HS-grad,4,Married,Other-service,White,Male,0,0,40,United-States,<=50K
45,Government,324550,Masters,9,Married,Prof-specialty,White,Male,> 0,0,40,United-States,>50K
32,Government,228696,Some-college,5,Divorced,Adm-clerical,White,Male,0,0,40,Other,<=50K
33,Private,182556,HS-grad,4,Unmarried,Other-service,White,Male,0,0,40,United-States,<=50K
34,Private,223212,Bachelors,8,Married,Prof-specialty,White,Male,0,0,45,Other,<=50K
45,Government,111994,Masters,9,Married,Prof-specialty,White,Male,0,0,40,United-States,>50K
35,Private,165767,Some-college,5,Married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
42,Government,159931,Bachelors,8,Married,Prof-specialty,White,Female,0,0,45,United-States,>50K
43,Private,459342,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
37,Private,125550,HS-grad,4,Unmarried,Tech-support,White,Female,> 0,0,35,United-States,>50K
18,Private,154089,9th-12th,3,Unmarried,Handlers-cleaners,White,Male,0,0,20,United-States,<=50K
46,Self-emp,125892,Masters,9,Married,Sales,White,Male,0,0,50,United-States,>50K
22,Government,64292,Bachelors,8,Unmarried,Prof-specialty,White,Female,0,0,43,United-States,<=50K
27,Private,86681,Some-college,5,Divorced,Sales,White,Female,0,0,40,United-States,<=50K
42,Government,381581,HS-grad,4,Divorced,Adm-clerical,White,Male,0,0,40,United-States,<=50K
28,Private,230503,Some-college,5,Unmarried,Tech-support,White,Female,0,0,40,United-States,<=50K
40,Private,178983,HS-grad,4,Married,Adm-clerical,White,Female,0,0,30,United-States,>50K
62,Government,312286,Prof-school,10,Divorced,Prof-specialty,White,Female,0,0,35,United-States,<=50K
49,Self-emp,431245,Some-college,5,Married,Sales,White,Male,0,0,50,United-States,>50K
34,Private,159268,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
62,Private,180418,9th-12th,3,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
52,Private,31533,HS-grad,4,Divorced,Other-service,White,Male,0,0,40,United-States,<=50K
50,Private,392668,Some-college,5,Married,Machine-op-inspct,White,Male,> 0,0,40,United-States,<=50K
55,Government,209535,Masters,9,Married,Prof-specialty,White,Male,0,0,40,United-States,>50K
38,Self-emp,140117,Some-college,5,Unmarried,Other-service,White,Female,0,0,20,United-States,<=50K
58,Government,237879,Bachelors,8,Married,Prof-specialty,White,Male,0,0,58,United-States,<=50K
28,Private,298696,Bachelors,8,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
30,Government,111883,Some-college,5,Unmarried,Prof-specialty,White,Male,0,0,40,United-States,<=50K
33,Private,33117,Assoc-acdm,7,Married,Other-service,White,Male,0,0,40,United-States,<=50K
42,Private,110318,HS-grad,4,Separated,Exec-managerial,White,Female,0,0,40,United-States,<=50K
25,Private,338013,Some-college,5,Divorced,Tech-support,White,Female,0,0,40,United-States,<=50K
38,Self-emp,172342,Some-college,5,Divorced,Other-service,White,Female,0,0,40,United-States,<=50K
50,Private,337606,HS-grad,4,Married,Machine-op-inspct,White,Male,0,> 0,40,United-States,<=50K
23,Private,265356,Bachelors,8,Unmarried,Exec-managerial,White,Male,0,0,40,United-States,<=50K
37,Private,119098,Bachelors,8,Married,Prof-specialty,White,Male,0,0,50,United-States,>50K
28,Private,129460,9th-12th,3,Unmarried,Craft-repair,White,Male,0,0,40,Other,<=50K
53,Private,117814,Some-college,5,Divorced,Adm-clerical,White,Female,0,0,38,United-States,<=50K
23,Private,167868,Some-college,5,Unmarried,Adm-clerical,White,Female,0,0,24,United-States,<=50K
34,Self-emp,207668,HS-grad,4,Married,Craft-repair,White,Male,0,0,54,United-States,>50K
54,Private,215990,Masters,9,Married,Exec-managerial,White,Male,0,> 0,44,United-States,>50K
40,Government,34739,Some-college,5,Married,Exec-managerial,White,Female,0,0,36,United-States,<=50K
25,Private,188767,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
24,Government,390867,Masters,9,Unmarried,Prof-specialty,Black,Female,0,0,40,United-States,<=50K
25,Private,195994,1st-8th,2,Unmarried,Other-service,White,Female,0,0,40,Other,<=50K
42,Government,318046,9th-12th,3,Married,Transport-moving,White,Male,0,0,40,United-States,<=50K
64,Government,417543,Doctorate,11,Separated,Prof-specialty,Black,Male,> 0,0,50,United-States,>50K
28,Private,137063,Prof-school,10,Married,Prof-specialty,White,Male,0,0,65,United-States,<=50K
23,Private,89089,Bachelors,8,Unmarried,Sales,White,Female,0,0,30,United-States,<=50K
38,Private,215419,HS-grad,4,Married,Adm-clerical,White,Female,0,0,36,United-States,>50K
38,Private,49115,HS-grad,4,Married,Transport-moving,White,Male,0,0,55,United-States,<=50K
21,Private,203715,HS-grad,4,Unmarried,Transport-moving,White,Male,0,0,40,United-States,<=50K
45,Private,168556,Some-college,5,Divorced,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
37,Government,60227,Bachelors,8,Unmarried,Adm-clerical,White,Male,0,0,38,United-States,<=50K
20,Private,347530,HS-grad,4,Unmarried,Other-service,Black,Female,0,0,25,United-States,<=50K
39,Private,141748,HS-grad,4,Married,Transport-moving,White,Male,0,> 0,40,United-States,>50K
34,Self-emp,198068,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
63,Private,124242,HS-grad,4,Married,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
49,Private,403112,HS-grad,4,Divorced,Other-service,Black,Female,0,0,32,United-States,<=50K
44,Government,231793,Doctorate,11,Separated,Prof-specialty,White,Female,0,0,38,United-States,<=50K
23,Private,91189,Some-college,5,Married,Tech-support,White,Male,0,0,40,United-States,<=50K
57,Government,261584,Some-college,5,Separated,Other-service,Black,Female,0,0,40,United-States,<=50K
31,Private,100135,Masters,9,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
47,Government,148171,Doctorate,11,Divorced,Prof-specialty,White,Male,0,0,50,Other,>50K
40,Government,99666,HS-grad,4,Married,Transport-moving,White,Male,0,0,55,United-States,<=50K
37,Private,127772,Bachelors,8,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
51,Private,143822,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
42,Private,197522,Some-college,5,Separated,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
56,Private,243076,Some-college,5,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
55,Private,198385,1st-8th,2,Separated,Other-service,White,Female,0,0,20,United-States,<=50K
35,Private,335704,Assoc-acdm,7,Married,Sales,White,Male,0,0,60,United-States,<=50K
24,Self-emp,186831,Some-college,5,Unmarried,Exec-managerial,Black,Male,0,0,45,United-States,<=50K
49,Government,116892,Bachelors,8,Divorced,Prof-specialty,Black,Female,0,0,40,United-States,<=50K
31,Private,87950,Assoc-voc,6,Divorced,Sales,Other,Female,0,0,40,United-States,<=50K
53,Private,106176,Masters,9,Married,Sales,White,Male,> 0,0,60,United-States,>50K
41,Private,183850,HS-grad,4,Divorced,Sales,White,Male,0,0,50,United-States,<=50K
41,Self-emp,26598,HS-grad,4,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
57,Self-emp,50990,Some-college,5,Divorced,Transport-moving,White,Male,0,0,40,United-States,<=50K
32,Private,176185,HS-grad,4,Unmarried,Craft-repair,White,Male,> 0,0,40,United-States,>50K
44,Private,227466,Some-college,5,Married,Transport-moving,Black,Male,0,0,40,United-States,>50K
35,Private,276153,Bachelors,8,Unmarried,Tech-support,Other,Female,> 0,0,40,United-States,<=50K
39,Government,172700,HS-grad,4,Unmarried,Other-service,Black,Female,0,0,40,United-States,<=50K
18,Private,78045,9th-12th,3,Married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
25,Government,176162,Bachelors,8,Unmarried,Other-service,White,Male,0,0,40,United-States,<=50K
18,Private,71792,HS-grad,4,Unmarried,Sales,Other,Female,0,0,40,United-States,<=50K
24,Government,335439,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,38,United-States,<=50K
38,Private,100079,Doctorate,11,Separated,Prof-specialty,Other,Male,> 0,0,60,Other,>50K
65,Private,176219,HS-grad,4,Separated,Other-service,Other,Male,0,0,40,Other,<=50K
24,Private,201145,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,65,United-States,<=50K
33,Government,174171,Some-college,5,Separated,Tech-support,White,Male,0,0,12,United-States,<=50K
20,Private,275190,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
35,Private,111377,HS-grad,4,Separated,Transport-moving,White,Male,0,0,40,United-States,<=50K
24,Government,221480,Some-college,5,Married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
41,Private,356934,Some-college,5,Married,Tech-support,White,Male,0,0,45,United-States,>50K
43,Private,184018,Assoc-acdm,7,Married,Prof-specialty,White,Male,0,0,50,United-States,<=50K
37,Private,226947,Assoc-voc,6,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
29,Private,244566,HS-grad,4,Divorced,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
54,Private,84587,HS-grad,4,Married,Tech-support,Other,Male,0,0,38,Other,<=50K
45,Private,194698,Some-college,5,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
19,Private,365640,HS-grad,4,Unmarried,Other-service,White,Female,0,0,45,United-States,<=50K
35,Private,272742,HS-grad,4,Divorced,Sales,White,Male,> 0,0,60,United-States,>50K
39,Private,85783,Bachelors,8,Married,Adm-clerical,White,Female,0,0,28,United-States,<=50K
34,Private,182274,Some-college,5,Married,Exec-managerial,White,Female,0,> 0,40,United-States,>50K
50,Private,320510,Bachelors,8,Married,Exec-managerial,White,Male,0,> 0,40,United-States,>50K
49,Private,189792,Masters,9,Married,Prof-specialty,White,Male,0,0,60,United-States,<=50K
18,Private,310175,9th-12th,3,Unmarried,Other-service,White,Female,0,0,12,United-States,<=50K
25,Private,137645,Bachelors,8,Unmarried,Sales,Black,Female,0,0,40,United-States,<=50K
29,Private,131712,9th-12th,3,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
20,Private,346341,Some-college,5,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
42,Private,190767,Assoc-voc,6,Divorced,Tech-support,White,Female,0,0,40,United-States,<=50K
33,Private,254221,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
44,Government,185267,Bachelors,8,Married,Prof-specialty,White,Male,0,> 0,40,United-States,>50K
22,Private,38444,Bachelors,8,Unmarried,Prof-specialty,White,Female,0,0,10,United-States,<=50K
53,Government,394765,Masters,9,Married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
56,Private,311249,HS-grad,4,Separated,Adm-clerical,Black,Female,0,0,38,United-States,<=50K
32,Self-emp,37232,Prof-school,10,Married,Prof-specialty,White,Male,> 0,0,45,United-States,>50K
24,Private,137876,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,50,United-States,<=50K
26,Private,297991,Bachelors,8,Married,Sales,Other,Female,0,> 0,75,Other,>50K
34,Government,143766,Assoc-acdm,7,Unmarried,Adm-clerical,White,Male,0,0,40,United-States,<=50K
31,Private,379798,Some-college,5,Married,Sales,White,Male,0,0,40,United-States,>50K
21,Private,129172,Some-college,5,Unmarried,Other-service,White,Male,0,0,16,United-States,<=50K
60,Private,176731,HS-grad,4,Married,Tech-support,White,Male,0,0,40,United-States,<=50K
33,Private,176711,Assoc-acdm,7,Unmarried,Adm-clerical,White,Male,0,0,50,United-States,<=50K
23,Private,330571,Bachelors,8,Unmarried,Prof-specialty,White,Female,0,0,16,United-States,<=50K
26,Private,193050,Some-college,5,Divorced,Adm-clerical,White,Female,0,0,18,United-States,<=50K
29,Private,413297,Some-college,5,Married,Exec-managerial,White,Male,> 0,0,70,Other,<=50K
30,Government,195337,HS-grad,4,Unmarried,Adm-clerical,Other,Female,> 0,0,45,United-States,<=50K
38,Private,149419,Assoc-voc,6,Unmarried,Tech-support,White,Male,0,0,50,United-States,<=50K
39,Government,218490,Assoc-acdm,7,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
30,Private,149531,Some-college,5,Married,Sales,White,Male,0,0,40,United-States,<=50K
46,Government,327786,Assoc-voc,6,Divorced,Tech-support,White,Female,> 0,0,42,United-States,<=50K
26,Private,164737,Some-college,5,Unmarried,Sales,White,Female,0,0,40,United-States,<=50K
35,Private,30529,HS-grad,4,Married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
26,Private,260614,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
47,Private,184169,Bachelors,8,Divorced,Adm-clerical,White,Female,0,0,35,United-States,<=50K
37,Private,96330,Some-college,5,Unmarried,Exec-managerial,Black,Female,0,0,40,United-States,<=50K
58,Self-emp,118253,HS-grad,4,Married,Farming-fishing,White,Male,0,0,70,United-States,<=50K
23,Private,172232,HS-grad,4,Unmarried,Tech-support,White,Male,0,0,50,United-States,<=50K
62,Private,211408,Assoc-voc,6,Married,Tech-support,White,Male,0,0,40,United-States,>50K
61,Private,210464,HS-grad,4,Divorced,Adm-clerical,Black,Female,0,0,35,United-States,<=50K
21,Private,348092,HS-grad,4,Unmarried,Other-service,Black,Male,0,0,40,Other,<=50K
40,Private,130760,Assoc-voc,6,Married,Exec-managerial,White,Male,0,0,50,United-States,>50K
34,Private,107624,Some-college,5,Married,Craft-repair,White,Male,0,0,50,United-States,<=50K
26,Private,183077,Assoc-voc,6,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
52,Private,137658,9th-12th,3,Married,Machine-op-inspct,Other,Male,0,0,40,Other,<=50K
23,Private,177287,Some-college,5,Unmarried,Exec-managerial,White,Female,0,0,40,United-States,<=50K
38,Private,136081,Prof-school,10,Married,Prof-specialty,White,Male,0,0,60,United-States,>50K
22,Government,121471,Bachelors,8,Unmarried,Prof-specialty,White,Female,0,0,40,United-States,<=50K
50,Private,85815,Assoc-voc,6,Divorced,Prof-specialty,Other,Male,0,0,38,United-States,>50K
36,Private,282092,Assoc-acdm,7,Unmarried,Tech-support,White,Female,0,0,40,United-States,<=50K
50,Self-emp,207841,Some-college,5,Married,Exec-managerial,White,Male,> 0,0,45,United-States,>50K
47,Private,454989,HS-grad,4,Married,Exec-managerial,White,Female,0,0,40,United-States,>50K
42,Private,171351,HS-grad,4,Married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
35,Private,352188,HS-grad,4,Unmarried,Tech-support,White,Male,0,0,40,United-States,<=50K
40,Private,247469,Doctorate,11,Married,Prof-specialty,White,Female,0,0,30,United-States,>50K
33,Self-emp,520078,Assoc-acdm,7,Divorced,Sales,Black,Male,0,0,60,United-States,<=50K
32,Private,344129,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
33,Private,227325,Assoc-acdm,7,Unmarried,Other-service,White,Male,0,0,60,Other,<=50K
44,Private,160785,Bachelors,8,Married,Sales,White,Male,0,0,60,United-States,>50K
35,Private,175232,HS-grad,4,Divorced,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
43,Private,240504,HS-grad,4,Married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
38,Private,79483,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,45,United-States,<=50K
43,Private,71738,Some-college,5,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
31,Self-emp,162551,9th-12th,3,Married,Sales,Other,Female,0,0,50,United-States,<=50K
39,Private,60070,HS-grad,4,Divorced,Other-service,White,Female,0,0,24,United-States,<=50K
43,Self-emp,64048,9th-12th,3,Unmarried,Sales,White,Female,0,0,44,Other,<=50K
36,Private,287658,HS-grad,4,Unmarried,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
31,Private,288825,HS-grad,4,Married,Handlers-cleaners,White,Male,> 0,0,40,United-States,<=50K
28,Private,196674,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,45,United-States,<=50K
22,Private,213902,1st-8th,2,Unmarried,Other-service,White,Female,0,0,40,Other,<=50K
33,Government,120508,Bachelors,8,Divorced,Other-service,White,Female,0,0,60,Other,<=50K
51,Private,123429,Assoc-acdm,7,Divorced,Tech-support,White,Male,0,0,30,United-States,<=50K
60,Government,195453,Assoc-voc,6,Married,Exec-managerial,White,Male,0,0,60,United-States,>50K
43,Private,309932,Bachelors,8,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
44,Private,98779,Some-college,5,Married,Craft-repair,White,Male,> 0,0,40,United-States,>50K
52,Government,40641,9th-12th,3,Married,Craft-repair,White,Male,> 0,0,40,United-States,<=50K
61,Government,347445,Masters,9,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
30,Private,366876,9th-12th,3,Married,Transport-moving,White,Male,0,0,40,United-States,<=50K
25,Private,32276,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,28,United-States,<=50K
32,Government,286101,HS-grad,4,Unmarried,Transport-moving,Black,Female,0,0,37,United-States,<=50K
27,Private,194690,9th-12th,3,Unmarried,Other-service,White,Male,0,0,50,Other,<=50K
41,Government,291831,Masters,9,Married,Prof-specialty,White,Male,0,0,35,United-States,<=50K
30,Private,323069,Bachelors,8,Unmarried,Sales,White,Female,0,0,40,United-States,<=50K
47,Government,40690,Some-college,5,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
32,Private,255004,HS-grad,4,Married,Craft-repair,White,Male,0,0,50,United-States,<=50K
37,Private,147258,9th-12th,3,Married,Machine-op-inspct,White,Male,0,0,50,United-States,>50K
42,Private,231813,9th-12th,3,Married,Transport-moving,White,Male,0,0,40,United-States,<=50K
38,Private,22463,HS-grad,4,Married,Craft-repair,White,Male,> 0,0,45,United-States,>50K
40,Private,104719,Some-college,5,Married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
23,Private,303121,Some-college,5,Unmarried,Adm-clerical,White,Male,0,0,30,United-States,<=50K
41,Private,74182,HS-grad,4,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
47,Private,116279,HS-grad,4,Divorced,Craft-repair,White,Female,0,0,43,United-States,<=50K
41,Government,352056,Assoc-acdm,7,Unmarried,Exec-managerial,White,Male,0,0,40,United-States,<=50K
28,Private,309196,Bachelors,8,Unmarried,Other-service,White,Female,0,0,40,United-States,<=50K
36,Government,312785,Bachelors,8,Unmarried,Prof-specialty,Black,Male,0,0,35,United-States,<=50K
54,Private,171924,HS-grad,4,Married,Sales,White,Male,0,0,50,Other,>50K
44,Government,204361,Masters,9,Unmarried,Exec-managerial,White,Female,0,0,40,United-States,<=50K
23,Private,122048,HS-grad,4,Unmarried,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
46,Self-emp,65535,Bachelors,8,Married,Farming-fishing,White,Male,0,0,60,United-States,<=50K
36,Private,250224,HS-grad,4,Married,Craft-repair,Black,Female,0,0,40,United-States,<=50K
52,Self-emp,63004,Masters,9,Married,Exec-managerial,Other,Male,0,0,40,Other,<=50K
19,Private,207173,HS-grad,4,Separated,Adm-clerical,White,Female,0,0,30,United-States,<=50K
40,Private,338740,HS-grad,4,Married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
36,Private,226918,Bachelors,8,Unmarried,Sales,Black,Male,0,0,48,United-States,<=50K
53,Self-emp,99516,Bachelors,8,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
